event_id,rdate,description,url,affiliation
wikipedia-2014-02-21pepin-of-landen,2014-02-21,Pepin of Landen,http://en.wikipedia.org/wiki/Saint_Pepin_of_Landen,
wikipedia-2014-02-21peter-damian,2014-02-21,Peter Damian,http://en.wikipedia.org/wiki/Peter_Damian,
wikipedia-2014-02-21randoald,2014-02-21,Randoald,http://en.wikipedia.org/wiki/Saint_Randoald,
wikipedia-2014-02-21february-21-eastern-orthodox-liturgics,2014-02-21,February 21 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/February_21_(Eastern_Orthodox_liturgics),
wikipedia-2014-02-21international-mother-language-day-unesco,2014-02-21,International Mother Language Day(UNESCO),http://en.wikipedia.org/wiki/International_Mother_Language_Day,
wikipedia-2014-02-21language-movement-day-bangladesh,2014-02-21,Language Movement Day(Bangladesh),http://en.wikipedia.org/wiki/Language_Movement_Day,
wikipedia-2014-02-21the-first-day-ofmusikahan-festival-celebrated-until-february-27-tagum-city,2014-02-21,"The first day ofMusikahan Festival, celebrated until February 27. (Tagum City)",http://en.wikipedia.org/wiki/Tagum_City#Cultural_activities_and_festivities,
wikipedia-2014-02-21feralia-roman-empire,2014-02-21,Feralia(Roman Empire),http://en.wikipedia.org/wiki/Feralia,
wikipedia-2014-02-22celebrity-day-church-of-scientology,2014-02-22,Celebrity Day(Church of Scientology),http://en.wikipedia.org/wiki/Scientology_holidays,
wikipedia-2014-02-22christianfeast-day:baradatesfeast-of-the-chair-of-saint-peter-roman-catholic-church-margaret-of-cortona,2014-02-22,ChristianFeast Day:BaradatesFeast of the Chair of Saint Peter(Roman Catholic Church)Margaret of Cortona,http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-02-22baradates,2014-02-22,Baradates,http://en.wikipedia.org/wiki/Baradates,
wikipedia-2014-02-22feast-of-the-chair-of-saint-peter-roman-catholic-church,2014-02-22,Feast of the Chair of Saint Peter(Roman Catholic Church),http://en.wikipedia.org/wiki/Cathedra_Petri,
wikipedia-2014-02-22margaret-of-cortona,2014-02-22,Margaret of Cortona,http://en.wikipedia.org/wiki/Margaret_of_Cortona,
wikipedia-2014-02-22independence-day-celebrates-the-independence-ofsaint-luciafrom-the-united-kingdom-in-1979,2014-02-22,"Independence Day, celebrates the independence ofSaint Luciafrom the United Kingdom in 1979.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-02-22world-thinking-day-for-theworld-association-of-girl-guides-and-girl-scouts,2014-02-22,"World Thinking Day, for theWorld Association of Girl Guides and Girl Scouts",http://en.wikipedia.org/wiki/World_Thinking_Day,
wikipedia-2014-02-22founder-s-day-or-b-p-day-for-theworld-organization-of-the-scout-movement,2014-02-22,"Founder's Day or ""B.-P. day""for theWorld Organization of the Scout Movement",http://en.wikipedia.org/wiki/Scouts%27_Day,
wikipedia-2014-02-23christianfeast-day:polycarp-of-smyrna-catholic-church-blessedisabelle-of-franceserenus-the-gardenerfebruary-23-eastern-orthodox-liturgics-lindel-tsenandpaul-sasaki-commemoration-anglicanism,2014-02-23,"ChristianFeast Day:Polycarp of Smyrna(Catholic Church)BlessedIsabelle of FranceSerenus the GardenerFebruary 23 (Eastern Orthodox liturgics)Lindel TsenandPaul Sasaki, (commemoration,Anglicanism)",http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-02-23polycarp-of-smyrna-catholic-church,2014-02-23,Polycarp of Smyrna(Catholic Church),http://en.wikipedia.org/wiki/Polycarp_of_Smyrna,
wikipedia-2014-02-23blessedisabelle-of-france,2014-02-23,BlessedIsabelle of France,http://en.wikipedia.org/wiki/Saint_Isabelle_of_France,
wikipedia-2014-02-23serenus-the-gardener,2014-02-23,Serenus the Gardener,http://en.wikipedia.org/wiki/Serenus_the_Gardener,
wikipedia-2014-02-23february-23-eastern-orthodox-liturgics,2014-02-23,February 23 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/February_23_(Eastern_Orthodox_liturgics),
wikipedia-2014-02-23lindel-tsenandpaul-sasaki-commemoration-anglicanism,2014-02-23,"Lindel TsenandPaul Sasaki, (commemoration,Anglicanism)",http://en.wikipedia.org/wiki/Lindel_Tsen,
wikipedia-2014-02-23mashramani-republic-day-guyana,2014-02-23,Mashramani-Republic Day(Guyana),http://en.wikipedia.org/wiki/Mashramani-Republic_Day,
wikipedia-2014-02-23national-day-brunei,2014-02-23,National Day(Brunei),http://en.wikipedia.org/wiki/National_Day,
wikipedia-2014-02-23red-army-dayor-day-of-soviet-army-and-navy-in-the-formersoviet-union-also-held-in-various-former-soviet-republics:defender-of-the-fatherland-day-russia,2014-02-23,"Red Army Dayor Day of Soviet Army and Navy in the formerSoviet Union, also held in various former Soviet republics:Defender of the Fatherland Day(Russia)",http://en.wikipedia.org/wiki/Red_Army,
wikipedia-2014-02-23defender-of-the-fatherland-day-russia,2014-02-23,Defender of the Fatherland Day(Russia),http://en.wikipedia.org/wiki/Defender_of_the_Fatherland_Day,
wikipedia-2014-02-23terminaliaheld-in-honor-ofterminus-ancient-rome,2014-02-23,Terminaliaheld in honor ofTerminus(Ancient Rome),http://en.wikipedia.org/wiki/Terminus_(mythology),
wikipedia-2014-02-24christianfeast-day:saint-matthiasthelberht-of-kentmodest-bishop-of-trier-sergius-of-cappadociafebruary-24-eastern-orthodox-liturgics,2014-02-24,ChristianFeast Day:Saint MatthiasÆthelberht of KentModest (Bishop of Trier)Sergius of CappadociaFebruary 24 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-02-24saint-matthias,2014-02-24,Saint Matthias,http://en.wikipedia.org/wiki/Saint_Matthias,
wikipedia-2014-02-24thelberht-of-kent,2014-02-24,Æthelberht of Kent,http://en.wikipedia.org/wiki/%C3%86thelberht_of_Kent,
wikipedia-2014-02-24modest-bishop-of-trier,2014-02-24,Modest (Bishop of Trier),http://en.wikipedia.org/wiki/Modest_(Bishop_of_Trier),
wikipedia-2014-02-24sergius-of-cappadocia,2014-02-24,Sergius of Cappadocia,http://en.wikipedia.org/wiki/Sergius_of_Cappadocia,
wikipedia-2014-02-24february-24-eastern-orthodox-liturgics,2014-02-24,February 24 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/February_24_(Eastern_Orthodox_liturgics),
wikipedia-2014-02-24dragobete-romania,2014-02-24,Dragobete(Romania),http://en.wikipedia.org/wiki/Dragobete,
wikipedia-2014-02-24flag-day-mexico,2014-02-24,Flag Day(Mexico),http://en.wikipedia.org/wiki/Flag_Day_in_Mexico,
wikipedia-2014-02-24independence-day-celebrates-the-independence-ofestoniafromrussian-empirein1918;-the-soviet-period-is-considered-illegal-annexation,2014-02-24,"Independence Day, celebrates the independence ofEstoniafromRussian Empirein1918; the Soviet period is considered illegal annexation.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-02-24national-artist-day-thailand,2014-02-24,National Artist Day(Thailand),http://en.wikipedia.org/wiki/Thailand_National_Artist,
wikipedia-2014-02-24regifugium-ancient-rome,2014-02-24,Regifugium(Ancient Rome),http://en.wikipedia.org/wiki/Regifugium,
wikipedia-2014-02-25christianfeast-day:thelberht-of-kentblessedmaria-adeodata-pisani-osbtarasius-eastern-orthodox-churchesandtraditional-roman-catholics-walburgafebruary-25-eastern-orthodox-liturgics,2014-02-25,"ChristianFeast Day:Æthelberht of KentBlessedMaria Adeodata Pisani, OSBTarasius(Eastern Orthodox ChurchesandTraditional Roman Catholics)WalburgaFebruary 25 (Eastern Orthodox liturgics)",http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-02-25thelberht-of-kent,2014-02-25,Æthelberht of Kent,http://en.wikipedia.org/wiki/%C3%86thelberht_of_Kent,
wikipedia-2014-02-25blessedmaria-adeodata-pisani-osb,2014-02-25,"BlessedMaria Adeodata Pisani, OSB",http://en.wikipedia.org/wiki/Maria_Adeodata_Pisani,
wikipedia-2014-02-25tarasius-eastern-orthodox-churchesandtraditional-roman-catholics,2014-02-25,Tarasius(Eastern Orthodox ChurchesandTraditional Roman Catholics),http://en.wikipedia.org/wiki/Tarasius,
wikipedia-2014-02-25walburga,2014-02-25,Walburga,http://en.wikipedia.org/wiki/Walburga,
wikipedia-2014-02-25february-25-eastern-orthodox-liturgics,2014-02-25,February 25 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/February_25_(Eastern_Orthodox_liturgics),
wikipedia-2014-02-25kitano-baika-saior-plum-blossom-festival-kitano-tenman-gushrine-kyoto,2014-02-25,"Kitano Baika-saior ""Plum Blossom Festival"" (Kitano Tenman-gūShrine,Kyoto)",http://en.wikipedia.org/wiki/Kitano_Tenman-g%C5%AB,
wikipedia-2014-02-25memorial-day-for-the-victims-of-the-communist-dictatorships-hungary,2014-02-25,Memorial Day for the Victims of the Communist Dictatorships(Hungary),http://en.wikipedia.org/wiki/Public_holidays_in_Hungary,
wikipedia-2014-02-25national-day-kuwait,2014-02-25,National Day(Kuwait),http://en.wikipedia.org/wiki/National_Day,
wikipedia-2014-02-25people-power-day-philippines,2014-02-25,People Power Day(Philippines),http://en.wikipedia.org/wiki/People_Power_Revolution,
wikipedia-2014-02-25soviet-occupation-day-georgia,2014-02-25,Soviet Occupation Day(Georgia),"http://en.wikipedia.org/wiki/Soviet_Occupation_Day,_Georgia",
wikipedia-2014-02-26christianfeast-day:alexander-of-alexandriaisabelle-of-franceporphyry-of-gazafebruary-26-eastern-orthodox-liturgics,2014-02-26,ChristianFeast Day:Alexander of AlexandriaIsabelle of FrancePorphyry of GazaFebruary 26 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-02-26alexander-of-alexandria,2014-02-26,Alexander of Alexandria,http://en.wikipedia.org/wiki/Pope_Alexander_of_Alexandria,
wikipedia-2014-02-26isabelle-of-france,2014-02-26,Isabelle of France,http://en.wikipedia.org/wiki/Saint_Isabelle_of_France,
wikipedia-2014-02-26porphyry-of-gaza,2014-02-26,Porphyry of Gaza,http://en.wikipedia.org/wiki/Porphyry_of_Gaza,
wikipedia-2014-02-26february-26-eastern-orthodox-liturgics,2014-02-26,February 26 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/February_26_(Eastern_Orthodox_liturgics),
wikipedia-2014-02-26liberation-day-kuwait,2014-02-26,Liberation Day(Kuwait),http://en.wikipedia.org/wiki/Liberation_Day,
wikipedia-2014-02-26savior-s-day-nation-of-islam,2014-02-26,Savior's Day(Nation of Islam),http://en.wikipedia.org/wiki/Savior%27s_Day,
wikipedia-2014-02-26the-first-day-ofayyam-i-ha-baha-i-faith,2014-02-26,The first day ofAyyám-i-Há(Bahá'í Faith),http://en.wikipedia.org/wiki/Ayy%C3%A1m-i-H%C3%A1,
wikipedia-2014-02-27christianfeast-day:honorineleandersaint-gabriel-of-our-lady-of-sorrowsfebruary-27-eastern-orthodox-liturgics,2014-02-27,ChristianFeast Day:HonorineLeanderSaint Gabriel of Our Lady of SorrowsFebruary 27 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-02-27honorine,2014-02-27,Honorine,http://en.wikipedia.org/wiki/Saint_Honorine,
wikipedia-2014-02-27leander,2014-02-27,Leander,http://en.wikipedia.org/wiki/Saint_Leander,
wikipedia-2014-02-27saint-gabriel-of-our-lady-of-sorrows,2014-02-27,Saint Gabriel of Our Lady of Sorrows,http://en.wikipedia.org/wiki/Saint_Gabriel_of_Our_Lady_of_Sorrows,
wikipedia-2014-02-27february-27-eastern-orthodox-liturgics,2014-02-27,February 27 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/February_27_(Eastern_Orthodox_liturgics),
wikipedia-2014-02-27national-day-celebrates-the-first-independence-ofdominican-republicfromhaitiin-1844,2014-02-27,"National Day, celebrates the first independence ofDominican RepublicfromHaitiin 1844.",http://en.wikipedia.org/wiki/National_Day,
wikipedia-2014-02-27the-second-day-ofayyam-i-ha-baha-i-faith,2014-02-27,The second day ofAyyám-i-Há(Bahá'í Faith),http://en.wikipedia.org/wiki/Ayy%C3%A1m-i-H%C3%A1,
wikipedia-2014-02-27george-herbert-pastor-and-poet-1633-commemoration-anglican-communion,2014-02-27,"George Herbert, pastor and poet, 1633 (commemoration,Anglican Communion)",http://en.wikipedia.org/wiki/George_Herbert,
wikipedia-2014-02-27firstequirria-roman-empire,2014-02-27,FirstEquirria(Roman Empire),http://en.wikipedia.org/wiki/Equirria,
wikipedia-2014-02-28christianfeast-day:abercius-martyr-hilariusmar-abbaoswald-of-worcesterromanus-of-condatrufinusfebruary-28-eastern-orthodox-liturgics,2014-02-28,ChristianFeast Day:Abercius (martyr)HilariusMar AbbaOswald of WorcesterRomanus of CondatRufinusFebruary 28 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-02-28abercius-martyr,2014-02-28,Abercius (martyr),http://en.wikipedia.org/wiki/Abercius_(martyr),
wikipedia-2014-02-28hilarius,2014-02-28,Hilarius,http://en.wikipedia.org/wiki/Pope_Hilarius,
wikipedia-2014-02-28mar-abba,2014-02-28,Mar Abba,http://en.wikipedia.org/wiki/Mar_Abba,
wikipedia-2014-02-28oswald-of-worcester,2014-02-28,Oswald of Worcester,http://en.wikipedia.org/wiki/Oswald_of_Worcester,
wikipedia-2014-02-28romanus-of-condat,2014-02-28,Romanus of Condat,http://en.wikipedia.org/wiki/Romanus_of_Condat,
wikipedia-2014-02-28rufinus,2014-02-28,Rufinus,http://en.wikipedia.org/wiki/Saints_Rufinus,
wikipedia-2014-02-28february-28-eastern-orthodox-liturgics,2014-02-28,February 28 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/February_28_(Eastern_Orthodox_liturgics),
wikipedia-2014-02-28kalevaladay-the-day-offinnish-culture-finland,2014-02-28,"KalevalaDay, the day ofFinnish Culture. (Finland)",http://en.wikipedia.org/wiki/Kalevala,
wikipedia-2014-02-28national-science-day-india,2014-02-28,National Science Day(India),http://en.wikipedia.org/wiki/National_Science_Day,
wikipedia-2014-02-28peace-memorial-day-taiwan,2014-02-28,Peace Memorial Day(Taiwan),http://en.wikipedia.org/wiki/Public_holidays_in_the_Republic_of_China,
wikipedia-2014-02-28teachers-day-arab-countries,2014-02-28,Teachers' Day(Arab countries),http://en.wikipedia.org/wiki/Teachers%27_Day,
wikipedia-2014-02-28the-third-day-ofayyam-i-ha-baha-i-faith,2014-02-28,The third day ofAyyám-i-Há(Bahá'í Faith),http://en.wikipedia.org/wiki/Ayy%C3%A1m-i-H%C3%A1,
wikipedia-2014-02-28rare-disease-day-last-day-of-february,2014-02-28,Rare Disease Day(last day of February),http://en.wikipedia.org/wiki/Rare_Disease_Day,
wikipedia-2014-03-01beer-day-marked-the-end-ofbeerprohibitionin1989-iceland,2014-03-01,"Beer Day, marked the end ofbeerprohibitionin1989(Iceland)",http://en.wikipedia.org/wiki/Beer_Day_(Iceland),
wikipedia-2014-03-01christianfeast-day:albindavidmonansuitbertmarch-1-eastern-orthodox-liturgics,2014-03-01,ChristianFeast Day:AlbinDavidMonanSuitbertMarch 1 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-03-01albin,2014-03-01,Albin,http://en.wikipedia.org/wiki/Saint_Albin,
wikipedia-2014-03-01david,2014-03-01,David,http://en.wikipedia.org/wiki/Saint_David,
wikipedia-2014-03-01monan,2014-03-01,Monan,http://en.wikipedia.org/wiki/Saint_Monan,
wikipedia-2014-03-01suitbert,2014-03-01,Suitbert,http://en.wikipedia.org/wiki/Suitbert_of_Kaiserwerdt,
wikipedia-2014-03-01march-1-eastern-orthodox-liturgics,2014-03-01,March 1 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/March_1_(Eastern_Orthodox_liturgics),
wikipedia-2014-03-01earliest-day-on-whichcasimir-pulaski-daycan-fall-while-march-7-is-the-latest;-celebrated-on-the-first-monday-in-march-illinois,2014-03-01,"Earliest day on whichCasimir Pulaski Daycan fall, while March 7 is the latest; celebrated on the first Monday in March. (Illinois)",http://en.wikipedia.org/wiki/Casimir_Pulaski_Day,
wikipedia-2014-03-01earliest-day-on-whichlaetare-sundaycan-fall-while-april-4-is-the-latest;-celebrated-on-the-fourth-sunday-oflent-western-christianity-and-its-related-observances:carnaval-de-la-laetare-stavelot-mothering-sunday-united-kingdom,2014-03-01,"Earliest day on whichLaetare Sundaycan fall, while April 4 is the latest; celebrated on the fourth Sunday ofLent. (Western Christianity), and its related observances:Carnaval de la Laetare(Stavelot)Mothering Sunday(United Kingdom)",http://en.wikipedia.org/wiki/Laetare_Sunday,
wikipedia-2014-03-01carnaval-de-la-laetare-stavelot,2014-03-01,Carnaval de la Laetare(Stavelot),http://en.wikipedia.org/wiki/Carnival#Belgium,
wikipedia-2014-03-01mothering-sunday-united-kingdom,2014-03-01,Mothering Sunday(United Kingdom),http://en.wikipedia.org/wiki/Mothering_Sunday,
wikipedia-2014-03-01independence-day-celebrates-the-independence-ofbosnia-and-herzegovinafrom-socialist-federal-republic-ofyugoslaviain-1992,2014-03-01,"Independence Day, celebrates the independence ofBosnia and Herzegovinafrom Socialist Federal Republic ofYugoslaviain 1992.",http://en.wikipedia.org/wiki/Independence_Day_(Bosnia_and_Herzegovina),
wikipedia-2014-03-01march-1st-movement-remembrance-day-orsamiljeol;-south-korea,2014-03-01,March 1st Movement Remembrance Day orSamiljeol;삼일절(South Korea),http://en.wikipedia.org/wiki/March_1st_Movement,
wikipedia-2014-03-01martenitsa-bulgaria,2014-03-01,Martenitsa(Bulgaria),http://en.wikipedia.org/wiki/Martenitsa,
wikipedia-2014-03-01martisor-romaniaandmoldova,2014-03-01,Mărțișor(RomaniaandMoldova),http://en.wikipedia.org/wiki/M%C4%83r%C8%9Bi%C8%99or,
wikipedia-2014-03-01national-pig-day-united-states,2014-03-01,National Pig Day(United States),http://en.wikipedia.org/wiki/National_Pig_Day,
wikipedia-2014-03-01romannew-yearobservances:feriae-marti-in-honor-ofmarsmatronaliain-honor-ofjunorenewal-of-thevestal-fire,2014-03-01,RomanNew Yearobservances:Feriae Marti in honor ofMarsMatronaliain honor ofJunoRenewal of theVestal fire,http://en.wikipedia.org/wiki/Roman_Empire,
wikipedia-2014-03-01feriae-marti-in-honor-ofmars,2014-03-01,Feriae Marti in honor ofMars,http://en.wikipedia.org/wiki/Mars_(god),
wikipedia-2014-03-01matronaliain-honor-ofjuno,2014-03-01,Matronaliain honor ofJuno,http://en.wikipedia.org/wiki/Matronalia,
wikipedia-2014-03-01renewal-of-thevestal-fire,2014-03-01,Renewal of theVestal fire,http://en.wikipedia.org/wiki/Sacred_fire_of_Vesta,
wikipedia-2014-03-01saint-david-s-day-ordydd-gwyl-dewi-sant-walesand-welsh-communities,2014-03-01,Saint David's Day orDydd Gŵyl Dewi Sant(Walesand Welsh communities),http://en.wikipedia.org/wiki/Saint_David%27s_Day,
wikipedia-2014-03-01self-injury-awareness-day,2014-03-01,Self Injury Awareness Day,http://en.wikipedia.org/wiki/Self_Injury_Awareness_Day,
wikipedia-2014-03-01the-final-day-fourth-or-fifth-ofayyam-i-ha-baha-i-faith,2014-03-01,The final day (fourth or fifth) ofAyyám-i-Há(Bahá'í Faith),http://en.wikipedia.org/wiki/Ayy%C3%A1m-i-H%C3%A1,
wikipedia-2014-03-01world-civil-defence-day-international,2014-03-01,World Civil Defence Day(international),http://en.wikipedia.org/wiki/International_observance#March,
wikipedia-2014-03-02christianfeast-day:agnes-of-bohemiablessed-charles-the-good-count-of-flanderschad-of-mercia-church-of-england-march-2-eastern-orthodox-liturgics,2014-03-02,"ChristianFeast Day:Agnes of BohemiaBlessed Charles the Good, Count of FlandersChad of Mercia(Church of England)March 2 (Eastern Orthodox liturgics)",http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-03-02agnes-of-bohemia,2014-03-02,Agnes of Bohemia,http://en.wikipedia.org/wiki/Saint_Agnes_of_Bohemia,
